rank_by_lowest_hf,address,hf,is_hf_below_1,total_debt_usd,collateral_usd,available_borrows_usd,liquidation_threshold,ltv,usdc_debt_events_usd,usdc_debt_share_of_total_debt,is_material_debt_ge_100k
5451,0x377296dca10f8a0711fbb3d7c3a850d6d3c23928,2.088292647548337,False,3767.21360539,9478.366836,0.0,0.83,0.0,3698.388537,0.9817305107702076,False
5452,0x4acf27db55a3b513e48e461ac79623da3c76d438,2.0886688103009368,False,20603.53944543,52749.77334479,0.0,0.8158,0.2071,19950.0,0.9682802342208751,False
5453,0xf840a8e6b0c21d9494f2cbffb8cac3f2197af847,2.0887783048660977,False,4019.18799956,10132.82304407,0.0,0.8285,0.0222,3997.816448,0.9946826195832741,False
5454,0x068eaad8644486330494cb384dc0bb2b0b3ea10e,2.0888092662188833,False,939.6489733,2508.14719967,797.74459191,0.7825,0.6927,900.0,0.9578044839864457,False
5455,0xcd114756ab7df75840e6e3f04413f0125c2f3734,2.08886147010646,False,1549.97368274,3948.65522958,0.0,0.8199,0.0,1500.0,0.9677583669345547,False
5456,0x33b5b83305b3aff1fadb8f1ef5598652a14a97ab,2.089260588069487,False,902.6786221,2272.20586608,0.0,0.83,0.0,850.0,0.9416418858159641,False
5457,0x82b7db2bf0ae6db3c10439a32c9b618429b7e23e,2.089430870097238,False,61776.82432582,160366.45628595,53735.13413694,0.8048,0.7203,23950.0,0.38768583949353236,False
5458,0x06fb4d9cd582d79dd445041b4e9686db863d3ba3,2.0897170229702238,False,2497.56991074,6288.21007052,0.0,0.83,0.0,2482.845038,0.9941043200926306,False
5459,0xecf15878c15c7b70f49b52781d585ff13858f317,2.0897476701481263,False,13343.18581451,34424.55736818,13680.09171951,0.81,0.785,13000.0,0.9742800692967339,False
5460,0x64cd83d92a9406845ff2bee5045e3968a9d4aa8a,2.0898616047129797,False,4825.82525878,12837.31758353,3531.26848809,0.7856,0.651,4519.056044,0.9364317607186727,False
5461,0x236ce2f5241ad7b05eaafef1855b2cb7b23aa7c6,2.0902222586719756,False,810.80530356,2205.26024265,789.11100248,0.7685,0.7255,782.486397,0.9650731113429325,False
5462,0xd1cf15d391d77a78ec77de2493d0607ce61e0266,2.09032476132951,False,40192.37555036,103722.36769083,41229.68308694,0.81,0.785,33162.665709,0.8250984236412712,False
5463,0x0ea3f39df5d7a286619e0c4a7dc6fe7a16328b29,2.090738020350934,False,9600.80867382,25562.6477133,7104.38160682,0.7852,0.6535,7960.272701,0.8291252301180106,False
5464,0x7a2a29462d15c63ecc094690f93bbd47c4ced549,2.090961726559715,False,400.97254038,1103.1818886,360.22296275,0.76,0.69,400.0,0.9975745461794507,False
5465,0x8ad1cc612e7659acb00e9f7887a1b6fee511654d,2.091091098233274,False,33290.09912051,87524.96830756,11653.97210542,0.7953,0.5135,23000.0,0.6908961104843848,False
5466,0x62c80429c3233e1016472d421afdd3f3c9e85425,2.091141460624197,False,31896.60841443,80361.83169724,0.0,0.83,0.0,30000.0,0.9405388689045705,False
5467,0xfb621a9281547ac79ee0c386a18f858b612d5879,2.091211339720583,False,6618.29697134,17743.92009757,6334.76469988,0.78,0.73,5959.0,0.9003826854257172,False
5468,0xbac8756885da7d39c18893c350d0d5c8b376b065,2.0913029678971666,False,8197.61182177,22734.03606711,0.0,0.754,0.1535,7825.0,0.9545462959370101,False
5469,0x19001cb9e5cbef599787b9dbf76e5d616b411006,2.0914982059934477,False,2560.65146407,6452.62566395,0.0,0.8299,0.0,867.39937,0.33874167655027965,False
5470,0x2ea913125cb98cb4326d71eeb0d7ccf9552d2081,2.091515478818118,False,113414.37273658,297099.98592542,50822.49948299,0.7984,0.5528,53718.123572,0.4736447619100932,True
5471,0xf97905cb7fa3f6e79ba9de04c4ff63b17b852bf0,2.0916627513595594,False,106332.20742009,285142.45837236,101821.78719173,0.78,0.73,104893.599851,0.9864706319562573,True
5472,0xbc5b552641e5d203f0a6c230aa9dc14da7450053,2.091677136956219,False,6550.37665145,16507.55792806,0.0,0.83,0.0,5681.404314,0.8673400960450659,False
5473,0x8001d1d2b1629cc4c04d2315bb73afbf4e5b166a,2.0918578477584053,False,5316.70879377,13459.54159229,0.0,0.8263,0.0,5105.491102,0.9602728492451007,False
5474,0x766cd19518abdc286c6ba78a6b5109c00bd6d117,2.0924746213734964,False,29427.13207023,77233.80954562,11460.44670322,0.7972,0.5294,28800.0,0.9786886445905328,False
5475,0xcc11a97c2c54a7f01a3caa39d5bb7792f6df3003,2.092676330018393,False,110304.97672678,285612.37122479,0.0,0.8082,0.3182,100000.0,0.9065774089930237,True
5476,0xb8a21332309ff6bf0a9d94d7f0b2be3ccb85f7dd,2.092869571069545,False,2030.29986235,5119.4612073,0.0,0.83,0.0,2005.0,0.9875388543243477,False
5477,0xc7073051529aebe785d9dbbd0b276b34ff2eee2f,2.0929311628782297,False,14.06186132,35.45844309,0.0,0.83,0.0,14.0,0.9956007729992319,False
5478,0x4746433685bbd7fb38400519e7180ff61af6fccb,2.0932987529749005,False,19426.32957793,49428.76228286,0.0,0.8227,0.1065,17878.896146,0.9203434994900931,False
5479,0x51b8bd8104439f243eee1874caab7fb49cd27ca5,2.0934635545653033,False,100582.51137311,259957.80467439,103484.36529628,0.81,0.785,95141.691313,0.9459068978708702,True
5480,0x31852784d2066618d35d2bb2a021b334a9d7f002,2.094121730162513,False,15057.35285671,37990.2768867,0.0,0.83,0.0,15000.0,0.996191039868974,False
5481,0x3b9b4dc646cc4d295e3b73ce7de062d44a354239,2.0947405918826356,False,994.04988564,2699.75322548,837.73267784,0.7712,0.6785,990.921164,0.9968525506765834,False
5482,0xc3892736f3bbb850dd8457cac5e373b5eb5b69c4,2.0948179501931072,False,60111.3926759,157001.44693856,3960.89781972,0.802,0.4081,35653.010309,0.5931156927477756,False
5483,0xf31ba56a0ed4b254e7c020db623e9d68e6c2a8b3,2.0948804367402434,False,2532.06698417,6481.36566432,0.0,0.8184,0.1702,2422.0,0.9565307770852359,False
5484,0x5b7dbc7ea25512c8fdfdee5297fdfbc328dcecd4,2.0952117762760465,False,7232.05075418,20051.70922133,2318.57834793,0.7556,0.4763,4156.147615,0.5746845198227928,False
5485,0x79dcac66b4fa9c93e09533a7ca11a592748af6eb,2.0953882033316114,False,2555.69409601,6865.60417962,2456.19695511,0.78,0.73,2500.0,0.9782078394683656,False
5486,0x561d4561ae0c45505a6f6b1a58eee27d7b94cb62,2.0958403489431676,False,502.45592564,1300.08321299,518.10939655,0.81,0.785,500.0,0.9951121570775153,False
5487,0x4e9c31ece97b4c523351f5d2d630a9417493ec62,2.0962095942313517,False,28024.44947003,78244.89212661,26801.74644308,0.7507,0.7007,27020.0,0.9641581016210798,False
5488,0x924d90178fe7628674ee69dc27e326b9f782db7b,2.0963879627724773,False,9423.11744227,25326.29484329,9065.07779333,0.78,0.73,9346.702973,0.991890744253359,False
5489,0x856f8e80e7b30a4d79ccc5cc345f1d525435bf28,2.096407084757735,False,22176.03910327,59602.57113841,21333.83782776,0.78,0.73,21743.23481,0.9804832462977495,False
5490,0xca6f5e5fc643329f64b97e18df0088de83c8c975,2.0964380138316505,False,102656.26742765,275148.67486376,89480.05222971,0.7821,0.6983,90000.0,0.8767121799302718,True
5491,0xf0c4f449825b632453144436dbaef69399b8f223,2.0964922368456156,False,78278.57990694,208060.91528343,46974.09109368,0.7887,0.602,70365.212168,0.8989076226427759,False
5492,0x4975032f77447f04d89a670a7c079bb1faed33c1,2.0965283652868276,False,934.40880718,2397.45590294,0.0,0.8171,0.188,200.0,0.21403907846672612,False
5493,0xdb5df198a52269585ce553c2292a6910c29d4521,2.0966821717168704,False,170.67252488,458.77697451,164.23466651,0.78,0.73,170.0,0.9960595597887073,False
5494,0xfe6ae83891e0fa2395bf65ed4ee1525e027878dc,2.096913060656789,False,49460.69745805,127377.1471691,0.0,0.8142,0.1554,45000.0,0.9098132924261059,False
5495,0xd27d7e87ec609748a6dc6f3c68b0110821b554bf,2.097009966562545,False,261917.5345687,704158.56462571,252118.21760806,0.78,0.73,252418.63255,0.9637332336899785,True
5496,0xc375229a3c2da9bb778b1f1657c3ceebd612fc39,2.097693057873023,False,16407.3891642,41947.44827896,0.0,0.8204,0.373,2619.868432,0.15967613163686062,False
5497,0xd705be7d4638fe27b8ed25bca122a6967cff2d11,2.0979673699401573,False,10074.70970521,28181.8829642,0.0,0.75,0.0,10000.0,0.9925844309765705,False
5498,0xabbc7652acccfcdf59e0c9d5b52b66219cf381c6,2.0982476406145634,False,28693.59092277,72791.3694624,0.0,0.8271,0.0747,18000.0,0.6273177884374164,False
5499,0xc0553c4ea8a2cbbe16d12ae41317171519ac8bd6,2.0982675109066613,False,41149.65188232,109768.93589429,28421.89968748,0.7865,0.6338,40800.0,0.9915029200412208,False
5500,0xbc362274617bd13791bcb3bd07119aff1a890fd1,2.09849410898223,False,6144.24030067,16530.32317324,5922.89561579,0.78,0.73,6000.0,0.976524306730928,False
5501,0x9f378279349eb848a075c5f20c80fce5c454c825,2.09898524239406,False,1086.49143061,2923.7557421,1047.85026112,0.78,0.73,1046.243908,0.9629564288533748,False
5502,0xb8a80069152c380766695e1d3e0624da5cf46bd2,2.09903865518638,False,20770.93827417,55729.48648447,18011.21137037,0.7823,0.6959,20000.0,0.962883801203689,False
5503,0x0ae0c614025864add7f53dbd5f3aa302b8a67a4a,2.0990502365530856,False,1492704.04051133,4017000.98633212,1520046.69923776,0.78,0.75,490049.683706,0.32829661500623536,True
5504,0x0629bb6fe6335867debd684820f84cfb01de99b8,2.0994514744125055,False,11647.35149454,31008.38042839,7097.21447442,0.7885,0.6045,5500.0,0.4722103563697093,False
5505,0xb4363d3b392410fc0a63c4698d6979fce34abfb8,2.0996398119602286,False,4955.43640714,12535.70068201,0.0,0.83,0.0,4510.0,0.9101115682771761,False
5506,0x8b0e1b3ed889200343ec64131e3400b33f85e6c4,2.1005776480825467,False,4434.41572299,11664.51230111,788.95288544,0.7985,0.4478,1607.0,0.36239272553283425,False
5507,0x5d93bb9f0078c1e729a8c989b2eea342d9fa60cf,2.100758644102292,False,11328.02780848,33517.53850605,0.0,0.71,0.0,9533.887831,0.841619387962931,False
5508,0xb94b77b88baabf28dfd3777f432aeecd0b504915,2.1009475944622893,False,84.05261414,212.75920179,0.0,0.83,0.0,83.390511,0.9921227537444917,False
5509,0xa2dcba7068d62bf5389bcd1a11cab502a2d3bca8,2.101067398796597,False,47086.18579713,119872.45985803,0.0,0.8253,0.1843,46297.960065,0.9832599366717437,False
5510,0xacd4ab134bca54a667bc833335d2050323954ea3,2.1017555201935587,False,5370305.28943085,13598878.05685055,0.0,0.83,0.0,5300000.0,0.9869085115944496,True
5511,0xc09625efa73ef60bf932796433a3cb94899a70d6,2.102000252908148,False,952110.23422393,2442478.11407412,0.0,0.8193,0.1549,871000.0,0.9148100384720227,True
5512,0x20fd17b4a8803e3ecf8ea1d07317190b8466370d,2.102187284689908,False,46402.89560833,117527.20135015,0.0,0.83,0.0,45999.999938,0.9913174454945507,False
5513,0x393e7bd90472ee5e27b8a77dfd59c2ece44a94af,2.102628984294678,False,30445.35460407,77126.8494309,0.0,0.83,0.0,29170.0,0.9581100427091263,False
5514,0xa8439bb20649305d11a4ef5fe2eeb4633ee959dd,2.102739616227119,False,8097.68026558,21829.88858202,7838.13839929,0.78,0.73,8018.0,0.9901601121596898,False
5515,0x5a1f274d09770862301e033a732e5f6dc3909351,2.1029240125112447,False,3256.4747112,8250.74562207,0.0,0.83,0.0,2551.117359,0.7833984861684744,False
5516,0x9c6f124a23895859f65a1028891b17f3ab638dca,2.102959412162136,False,9375.74198329,23755.18656598,0.0,0.83,0.0,8050.0,0.8585987129708971,False
5517,0xc447c228a4d9d24076fa6a8fc887aef36a2ee523,2.1031499556326723,False,12090.84028815,32601.09001998,11707.95542643,0.78,0.73,11814.146328,0.9771154069067324,False
5518,0x7d416b9b9502c56d3da07cdaaa76377dc3c31bed,2.1033679866140798,False,5197.01141579,13814.74761717,2613.84688695,0.7912,0.5654,5073.871517,0.9763056324225369,False
5519,0x0c750cb8baede40ff37e3e69d0bc7d532a636ae5,2.1035804255150508,False,529667.99875756,1410378.77747865,528116.08435142,0.79,0.75,520000.0,0.9817470589496851,True
5520,0x8921a35793710f9ed4e7f9dd0c0ae4974f34409b,2.10418836153962,False,90135.39454097,228508.25079023,0.0,0.83,0.0,88498.03903,0.9818344888896475,False
5521,0x6a94a315cd59ed2e42fedd1bb078616d77a69c1f,2.1044007405254765,False,2426.97466128,6153.40635474,0.0,0.83,0.0,1000.0,0.4120356161743339,False
5522,0xa5d2c211d9c88f215b7fac2ef8b3b04803647177,2.105525211223655,False,43134.32023358,115302.49971576,28122.62459075,0.7876,0.618,16000.0,0.37093432592323605,False
5523,0x37a2833f08384a2bb6cdeba419b346d6487474af,2.105661264862221,False,155.09780144,435.44457701,0.0,0.75,0.0,81.580818,0.525995966690474,False
5524,0xe0c00d16bf1a5f1f80dde2e64a9daf5f551cff2b,2.1059404918200046,False,13737.64994334,37948.38259947,5232.74651813,0.7623,0.4999,3079.616028,0.22417342418111294,False
5525,0x7825ced1140d84d1cfd0593728a9459b141337ac,2.1060047825425676,False,7.03661693,19.75886521,0.0,0.75,0.0,7.0,0.9947962308643111,False
5526,0xb6102230f1f00ba5a4ed87ced584d87d38aee8c4,2.106936972103837,False,24780.88147871,69297.88595721,23963.25150359,0.7534,0.7034,24000.0,0.9684885511687356,False
5527,0x8342466e06d088051e7d13079d802191c9ec5694,2.107005700501335,False,30841.3937762,83311.52884341,29976.02227948,0.78,0.73,29139.234244,0.9448092539347707,False
5528,0xa7dbe5c3e81853ecaddf1eb57d3179d71738228a,2.1073398110718844,False,5371.14173696,13637.13350996,0.0,0.8299,0.0,5116.378739,0.95256818560439,False
5529,0xe8fd811f6acb532490bbc9eddf03ec19a8ec21eb,2.1074168126213575,False,26857.848184,68193.59134192,0.0,0.83,0.0,11295.0,0.42054746614915933,False
5530,0x052d6c01ed71f584429b259a50158b8a7ce4c691,2.1079103680122975,False,69819.02340292,185126.59761856,27057.72513087,0.7949,0.5233,62400.0,0.8937392269137682,False
5531,0x72752b4e1f9f0f0c6b7f196305d541bc8f6a40fc,2.1079681548708993,False,28127.8651901,79056.85878031,27211.93595611,0.75,0.7,28000.0,0.995454145231576,False
5532,0xa6fd71fc9753d47546059101bce756934fab92c2,2.108090269562901,False,15372.14684021,41545.99125146,14956.42677335,0.78,0.73,14983.986575,0.974749118048062,False
5533,0x53645d629f66247704aa617dcb812c86d487042c,2.10839474058674,False,15381.5524584,39072.75217512,0.0,0.83,0.0,13223.491569,0.8596981094569902,False
5534,0x37f65590f2155c700505353d5ff73387dd6fc705,2.1084073318056182,False,53264.02367269,143977.25388842,51839.37166585,0.78,0.73,50000.0,0.9387199192320208,False
5535,0x21fcfdf5e4d4adddb7b73e1a3f2e075d2c737b0a,2.108430172108094,False,7791.2690445,21060.70093902,7583.04264098,0.78,0.73,7500.0,0.9626159688702302,False
5536,0x6a59981e37f95fcaa5d4b034169d02faaa110c36,2.1084554645112217,False,356219.60017982,940365.24092295,163144.12238192,0.7987,0.5523,135000.0,0.3789797078314946,True
5537,0x1dd99aea67082f535322bcebf27e3d50eb21eae2,2.1085244309943705,False,1525.33513371,4097.43044593,317.27933782,0.7849,0.4497,500.0,0.32779681589309084,False
5538,0x102944872475eeb173f6fdac97d7059095df7cfe,2.108788809799066,False,478.27647132,1293.05650091,465.65477434,0.78,0.73,450.0,0.9408783977142772,False
5539,0xc7e487677537b14199bc1f977e293ecb61caf76a,2.1098107020221444,False,80.20881983,238.34567109,77.09932308,0.71,0.66,80.0,0.9973965477806234,False
5540,0xe73918ced0a1df2667ad9823a73565f0e22823c5,2.1099395639901437,False,180.31480943,458.37753059,0.0,0.83,0.0,180.0,0.9982541121775014,False
5541,0x1d71555f732bd6df70643737c46f905b38c05ac6,2.110296654087933,False,3879.02293313,10494.72963707,3782.12970193,0.78,0.73,1730.0,0.44598859811433383,False
5542,0x20db9ec76b56a5108babf2fcbda04cdff0a66a9f,2.1103834407942705,False,5126.52577105,13683.28933369,3599.30783704,0.7906,0.6377,5000.0,0.9753193923720225,False
5543,0x0d9e1740fc91d23b754fad10cec8a61a669460c9,2.110444025808215,False,4025.34968876,10477.31072885,0.0,0.8108,0.2876,4000.0,0.9937024878035357,False
5544,0x25ef90ae48861831055132261a053a3c2e84e8aa,2.1105445982966593,False,53060.1970345,142037.82660087,33156.76371222,0.7884,0.607,51529.92,0.9711596051272668,False
5545,0x394bb56f77a4fcd7bd738b7a5413dad2cdf1185a,2.1107881826326973,False,911.2639325,2317.45197588,0.0,0.83,0.0,904.965925,0.9930887119797205,False
5546,0x03b30776d7475aa96f77f2aa21eb425e39f797ee,2.110899563167818,False,30.53775008,77.6652088,0.0,0.83,0.0,30.0,0.9823906450674574,False
5547,0xee73eb54f77a3a438b7828bdbcf1ab679b08930d,2.1112652750373515,False,726.39621558,1847.72904322,0.0,0.83,0.0,700.0,0.9636614081766331,False
5548,0xcce53e676a7459678a50ee8b229eea02e34a0b34,2.1113029512551487,False,6812.85781231,17330.12868146,0.0,0.83,0.0,1500.0,0.2201719221689441,False
5549,0x5faa0ddb2be285043753b8890108c8c4ec7894a7,2.1114820215719665,False,12423.05291634,31603.67817577,0.0,0.83,0.0,11814.332023,0.9510007002755859,False
5550,0x8fe88a0bf4029af793626d3b90ff7d778890f737,2.1122151334167003,False,2538.04723987,6458.91781853,0.0,0.83,0.0,2268.154761,0.8936613650722183,False
5551,0x5185fba61af520c132808a0e1526daa185a186d5,2.112657003387188,False,976.18264004,2484.74589285,0.0,0.83,0.0,937.61951,0.9604959887030773,False
5552,0xe525ba82f4020afb9cf1010a8a803e7fb34a9e41,2.112941460526247,False,22444.21686448,58547.30415062,23515.41689375,0.81,0.785,21418.451174,0.9542971048322312,False
5553,0xce52715e0248af7148dba9b8922351db056a8dd3,2.113281788403829,False,20243.62333744,51542.74762689,0.0,0.83,0.0,15216.0,0.7516440978161476,False
5554,0x61e7f1993aa94f5abaaf2db9c199e54d6bd161ed,2.1136041202035547,False,88975.734485,234970.95742091,87910.40226146,0.8003,0.7528,85836.774782,0.9647211712140552,False
5555,0x680ab706d4eb032fdde9b3da03ae14f267d68b84,2.1139732367714537,False,2664.44457835,6786.22232469,0.0,0.83,0.0,2500.0,0.9382818544299258,False
5556,0x29a5273b8379f0f80a7f16b57cec78e552527b13,2.114183143205306,False,2561.37577136,6584.90970956,0.0,0.8223,0.1144,2500.0,0.9760379667652547,False
5557,0x4f4ccd55a3188bcf8bcb3fef11cac445e4e8bf07,2.1142796847811325,False,120540.64863912,307056.19832293,0.0,0.83,0.0,120000.0,0.9955148023075716,True
5558,0x55d308500aff7acea145393d3647069390d02537,2.1143034188370593,False,27127.58051772,71299.14842362,28378.80653006,0.8044,0.7785,26000.0,0.9584341656645916,False
5559,0x6b4c8b9096cd22259af097dc76ce167b4eec50d0,2.114984835296402,False,6234.75136459,16905.64690763,6106.37087797,0.78,0.73,5938.0,0.9524036569805515,False
5560,0x2cb18e5bd8d060967a8a2f6e7670790b8f7f3b3f,2.1152407091652634,False,1890.56487879,4818.07204209,0.0,0.83,0.0,1800.0,0.9520963920328599,False
5561,0x7c819f438250cd9331d3e8ea540b72b3ff702f07,2.1156421245236015,False,1413418.21584398,3833701.4320622,1385183.82956142,0.78,0.73,1400000.0,0.9905065495169328,True
5562,0x7941db079d9cbb745ad737a0fb2bd2adcd8323ae,2.115997131858059,False,4351.91391377,11123.17057849,0.0,0.8278,0.0832,700.0,0.16084876995960615,False
5563,0x03d01cfcc243f093c6dbeaea280fcbedea11e137,2.1160915022440916,False,563.83323592,1499.81003359,67.73676922,0.7955,0.4211,110.0,0.1950931463281236,False
5564,0x59f4f1fa2009b0641d97e64d70f61623356908d0,2.1166232156201787,False,55.1519981,140.64578261,0.0,0.83,0.0,50.0,0.9065854678436392,False
5565,0xc4f245829f98a45584cec1d364540061cf642f1d,2.1167217660785944,False,1217.07616325,3103.86940449,0.0,0.83,0.0,1170.331341,0.9615925250518622,False
5566,0x9c426efb83a330147a44a985073ab20c3f36cc7c,2.1167496969261723,False,34.4425155,87.8387762,0.0,0.83,0.0,10.181118,0.2955973990924095,False
5567,0x70fc3a525ae3e8ffffdddaad24a0c675c1c78ce3,2.116815205422145,False,114362.75121528,306612.14520172,66722.38174085,0.7895,0.5906,112820.0,0.9865100200993252,True
5568,0xfcde8b5fef8b4fbbfd111eb7d20395f66353d71d,2.116946118252498,False,90759.65747443,239221.88733419,0.0,0.8031,0.0,84550.0,0.9315813033320507,False
5569,0xd9ef7786ee5073531b4cf47eff7e3a249a8442c6,2.1173304182806847,False,36548.74726162,96129.36719453,0.0,0.805,0.3647,4300.0,0.11765109127325545,False
5570,0x2b7dfd9c985bfb0b6482f94e5357895eb2b84c63,2.1174668829966077,False,81383.39796363,217408.21362366,32864.6182956,0.7926,0.5255,37901.574333,0.46571629203708226,False
5571,0xcdf15faeb110ea0e0e43aca2d98360adc58282c2,2.1179191295770243,False,89555.18024324,238394.15704833,30094.84717931,0.7956,0.5019,80000.0,0.8933039918261874,False
5572,0x02dc63be87830a6a9cb839bb94925a5d74d00aea,2.117936556699643,False,133475.26552881,362425.82599828,131095.58744993,0.78,0.73,126560.88,0.9481972521169657,True
5573,0x666de0f50442adfe01dfdcdd215d3cd8ed4f55a3,2.118208256849346,False,160832.37116878,421052.19942043,0.0,0.8091,0.3709,92286.074435,0.5738028592400317,True
5574,0xa009df27d64993df50d0277e172ec55f4f4e1f16,2.1183474112348244,False,905.33592962,2458.73849078,889.54316864,0.78,0.73,580.0,0.6406461745569355,False
5575,0x07833dec1e25d51288a1421be4e2736dcb8b488c,2.118535547466773,False,4624.51427987,11803.85289376,0.0,0.8299,0.0,2600.0,0.5622212069530227,False
5576,0x01b62ce917957cfb945e1a60fcae9628d6fc1b54,2.118536521423431,False,12410.84619283,31678.10954371,0.0,0.83,0.0,11698.01985,0.9425642432631375,False
5577,0x716a1ed668733270d03d57e1d52db26eaea916ab,2.1186930753602877,False,3258.32168834,8531.17978134,0.0,0.8091,0.3037,2738.0,0.8403099085636675,False
5578,0x381e3210c55ea90f50f734a9af71c8a3cdada727,2.118798580966358,False,55253.35176717,149069.70953266,41940.09884812,0.7853,0.652,42600.0,0.7709939512721422,False
5579,0x29ee34cbf5b91b51f33a0e6a639fde7532a1f7d8,2.118960745375177,False,137774.72637554,351734.02035491,0.0,0.83,0.0,132286.542453,0.9601655247887733,True
5580,0x80d511d4e30dc18676e49f06f46e6e20ab98510f,2.1197689740365977,False,1136.95716547,2974.9308547,0.0,0.8101,0.0624,1121.893064,0.9867505109888879,False
5581,0xac069040bb7c9c1df6049a952846080e31de03bd,2.119974781765766,False,5705.0507805,15414.02455466,5645.83690155,0.7846,0.7364,5500.0,0.9640580271080377,False
5582,0x44966982739117cc568ae41efda97d7e9cf76a43,2.1202075478389935,False,36699.89285571,93748.66245489,0.0,0.83,0.0,35634.0,0.9709565131456735,False
5583,0xce5db42ae0c460861e59386ec159b0fb98b1ae5e,2.120366901087578,False,9948.19670471,27043.36797202,9793.46191486,0.78,0.73,9769.804453,0.9820678805410492,False
